Player,Overs,Mdns,Runs,WktsDescending,Econ,Inns,Opposition,Ground,Start Date,Team
TT Samaraweera,8,4,10,1,1.25,3,India,Colombo (SSC),8/29/2001,Sri Lanka
TT Samaraweera,7,2,10,1,1.42,3,Zimbabwe,Colombo (SSC),12/27/2001,Sri Lanka
AR Caddick,7,2,10,1,1.42,4,Sri Lanka,Lord's,5/16/2002,England
SP Jones,4,1,10,1,2.5,3,West Indies,Kingston,3/11/2004,England
WPUJC Vaas,7,3,10,1,1.42,2,South Africa,Colombo (SSC),8/11/2004,Sri Lanka
Z Khan,6,0,10,1,1.66,2,Australia,Wankhede,11/3/2004,India
N Boje,4,1,10,1,2.5,2,Australia,Johannesburg,3/31/2006,South Africa
JDP Oram,3,0,10,1,3.33,1,Sri Lanka,Wellington,12/15/2006,New Zealand
MF Maharoof,5,2,10,1,2,2,New Zealand,Wellington,12/15/2006,Sri Lanka
A Symonds,5,3,10,1,2,2,Sri Lanka,Brisbane,11/8/2007,Australia
DL Vettori,2.5,0,10,1,4,1,Bangladesh,Wellington,1/12/2008,New Zealand
Younis Khan,3,1,10,1,3.33,2,Sri Lanka,Colombo (SSC),7/20/2009,Pakistan
DPMD Jayawardene,4,1,10,1,2.5,4,New Zealand,Galle,8/18/2009,Sri Lanka
JM Anderson,10,6,10,1,1,2,Pakistan,Lord's,8/26/2010,England
KP Pietersen,3,0,10,1,3.33,3,Australia,Adelaide,12/3/2010,England
Tanvir Ahmed,5,0,10,1,2,4,West Indies,Basseterre,5/20/2011,Pakistan
JP Duminy,2,0,10,1,5,4,England,Leeds,8/2/2012,South Africa
PP Ojha,6,3,10,1,1.66,4,England,Eden Gardens,12/5/2012,India
RMS Eranga,3,1,10,1,3.33,4,Bangladesh,Galle,3/8/2013,Sri Lanka
Mominul Haque,6.166666666666667,0,10,1,1.62,1,New Zealand,Chattogram,10/9/2013,Bangladesh
JP Duminy,4,0,10,1,2.5,1,India,Durban,12/26/2013,South Africa
RA Jadeja,9,4,10,1,1.11,3,New Zealand,Auckland,2/6/2014,India
KTGD Prasad,8,3,10,1,1.25,3,Pakistan,Galle,8/6/2014,Sri Lanka
BKG Mendis,4,0,10,1,2.5,2,Zimbabwe,Harare,10/29/2016,Sri Lanka
DM de Silva,3,0,10,1,3.33,4,Zimbabwe,Harare,11/6/2016,Sri Lanka
JE Root,4.5,0,10,1,2.22,2,Australia,Brisbane,11/23/2017,England
VD Philander,7,3,10,1,1.42,3,Zimbabwe,Gqeberha,12/26/2017,South Africa
D Elgar,3,1,10,1,3.33,3,Australia,Durban,3/1/2018,South Africa
SM Curran,7,2,10,1,1.42,3,Pakistan,Leeds,6/1/2018,England
Ariful Haque,4,2,10,1,2.5,2,Zimbabwe,Mirpur,11/11/2018,Bangladesh
Haris Sohail,4,0,10,1,2.5,4,Sri Lanka,Karachi,12/19/2019,Pakistan
KR Mayers,11,7,10,1,0.9,2,Sri Lanka,North Sound,3/29/2021,West Indies
KC Brathwaite,3,0,10,1,3.33,3,South Africa,Gros Islet,6/18/2021,West Indies
RAS Lakmal,6,1,10,1,1.66,2,West Indies,Galle,11/21/2021,Sri Lanka
PH Edmonds,4,1,11,1,2.75,3,Pakistan,Birmingham,7/23/1987,England
CA Walsh,12,6,11,1,0.91,3,Australia,Port of Spain,4/5/1991,West Indies
BM McMillan,4,0,11,1,2.75,3,Sri Lanka,Colombo (SSC),9/6/1993,South Africa
MA Taylor,3,1,11,1,3.66,3,Pakistan,Rawalpindi,10/5/1994,Australia
RK Illingworth,8,4,11,1,1.37,2,West Indies,Birmingham,7/6/1995,England
RK Chauhan,11,7,11,1,1,1,New Zealand,Bengaluru,10/18/1995,India
JC Adams,5.833333333333333,1,11,1,1.88,1,Australia,Sydney,11/29/1996,West Indies
SB Joshi,5,1,11,1,2.2,2,West Indies,Georgetown,4/17/1997,India
GS Blewett,6,2,11,1,1.83,2,New Zealand,Brisbane,11/7/1997,Australia
DJ Nash,14,7,11,1,0.78,1,Zimbabwe,Wellington,2/19/1998,New Zealand
CR Miller,10,4,11,1,1.1,3,England,Perth,11/28/1998,Australia
DJ Nash,4,1,11,1,2.75,4,India,Kanpur,10/22/1999,New Zealand
RD King,9,2,11,1,1.22,4,Zimbabwe,Port of Spain,3/16/2000,West Indies
WPUJC Vaas,8,5,11,1,1.37,1,South Africa,Kandy,7/30/2000,Sri Lanka
UDU Chandana,5,1,11,1,2.2,2,Bangladesh,Colombo (SSC),7/28/2002,Sri Lanka
M Ntini,4,0,11,1,2.75,4,India,Eden Gardens,11/28/2004,South Africa
MS Kasprowicz,3,0,11,1,3.66,3,New Zealand,Wellington,3/18/2005,Australia
SE Bond,5,1,11,1,2.2,2,Zimbabwe,Harare,8/7/2005,New Zealand
SM Pollock,7,2,11,1,1.57,1,New Zealand,Johannesburg,5/5/2006,South Africa
KP Pietersen,2,0,11,1,5.5,2,Pakistan,Lord's,7/13/2006,England
Mohammad Hafeez,4,0,11,1,2.75,3,West Indies,Lahore,11/11/2006,Pakistan
CH Gayle,3.6666666666666665,0,11,1,3,4,England,Chester-le-Street,6/15/2007,West Indies
TM Dilshan,7,3,11,1,1.57,3,Bangladesh,Colombo (SSC),6/25/2007,Sri Lanka
SC Ganguly,8,4,11,1,1.37,1,England,Nottingham,7/27/2007,India
PD Collingwood,7,1,11,1,1.57,1,India,The Oval,8/9/2007,England
PL Harris,6,2,11,1,1.83,4,New Zealand,Johannesburg,11/8/2007,South Africa
JH Kallis,9,1,11,1,1.22,1,West Indies,Cape Town,1/2/2008,South Africa
KP Pietersen,3,1,11,1,3.66,1,New Zealand,Hamilton,3/5/2008,England
Naeem Islam,3,0,11,1,3.66,2,New Zealand,Chattogram,10/17/2008,Bangladesh
Yuvraj Singh,7.5,2,11,1,1.46,3,New Zealand,Hamilton,3/18/2009,India
Mohammad Hafeez,8,3,11,1,1.37,4,England,Abu Dhabi,1/25/2012,Pakistan
JH Kallis,6,3,11,1,1.83,3,New Zealand,Hamilton,3/15/2012,South Africa
TL Best,7,2,11,1,1.57,3,Zimbabwe,Roseau,3/20/2013,West Indies
SR Watson,6.666666666666667,2,11,1,1.65,1,England,Melbourne,12/26/2013,Australia
Mohammad Hafeez,6,1,11,1,1.83,2,Sri Lanka,Dubai (DSC),1/8/2014,Pakistan
DL Piedt,7,2,11,1,1.57,4,England,Centurion,1/22/2016,South Africa
B Kumar,4,1,11,1,2.75,3,England,Wankhede,12/8/2016,India
JR Hazlewood,7,3,11,1,1.57,2,India,Pune,2/23/2017,Australia
C Overton,2,0,11,1,5.5,3,Australia,Adelaide,12/2/2017,England
KMA Paul,5,1,11,1,2.2,3,England,Gros Islet,2/9/2019,West Indies
Haris Sohail,3,0,11,1,3.66,2,Sri Lanka,Karachi,12/19/2019,Pakistan
M Labuschagne,3,1,11,1,3.66,4,New Zealand,Melbourne,12/26/2019,Australia
DM de Silva,3,0,11,1,3.66,2,West Indies,Galle,11/21/2021,Sri Lanka
KC Brathwaite,5,0,11,1,2.2,3,Sri Lanka,Galle,11/29/2021,West Indies
L Sivaramakrishnan,4,0,12,1,3,4,England,Chennai,1/13/1985,India
MA Holding,7,4,12,1,1.71,1,New Zealand,Bridgetown,4/26/1985,West Indies
PH Edmonds,12,6,12,1,1,2,Australia,Brisbane,11/14/1986,England
MD Marshall,9,3,12,1,1.33,4,Australia,Melbourne,12/24/1988,West Indies
IVA Richards,7,2,12,1,1.71,4,Australia,Sydney,1/26/1989,West Indies
CA Walsh,6,0,12,1,2,2,India,Georgetown,3/25/1989,West Indies
AR Border,6,3,12,1,2,2,New Zealand,Wellington,3/15/1990,Australia
UC Hathurusinghe,12,4,12,1,1,3,Australia,Colombo (RPS),8/28/1992,Sri Lanka
UC Hathurusinghe,8,4,12,1,1.5,1,New Zealand,Moratuwa,11/27/1992,Sri Lanka
ME Waugh,8,3,12,1,1.5,3,New Zealand,Wellington,3/4/1993,Australia
GA Hick,14,6,12,1,0.85,3,New Zealand,Nottingham,6/2/1994,England
KCG Benjamin,6,0,12,1,2,3,New Zealand,Christchurch,2/3/1995,West Indies
Manzoor Elahi,3,0,12,1,4,4,Zimbabwe,Harare,2/15/1995,Pakistan
PR Reiffel,6,2,12,1,2,4,West Indies,St John's,4/8/1995,Australia
PV Simmons,10,6,12,1,1.2,4,New Zealand,St John's,4/27/1996,West Indies
SC Ganguly,9,4,12,1,1.33,1,South Africa,Durban,12/26/1996,India
CL Cairns,8,5,12,1,1.5,2,England,Christchurch,2/14/1997,New Zealand
SR Waugh,7,2,12,1,1.71,4,South Africa,Melbourne,12/26/1997,Australia
CD McMillan,6,4,12,1,2,4,Sri Lanka,Colombo (RPS),5/27/1998,New Zealand
MR Ramprakash,2,0,12,1,6,2,Australia,Perth,11/28/1998,England
RT Ponting,4,1,12,1,3,2,West Indies,Bridgetown,3/26/1999,Australia
S Chanderpaul,4,0,12,1,3,1,New Zealand,St George's,6/28/2002,West Indies
MP Vaughan,6,2,12,1,2,4,India,Lord's,7/25/2002,England
AC Dawson,10,5,12,1,1.2,3,Bangladesh,Dhaka,5/1/2003,South Africa
Yasir Ali,6,1,12,1,2,3,Bangladesh,Multan,9/3/2003,Pakistan
AF Giles,6,1,12,1,2,1,South Africa,Centurion,1/21/2005,England
UDU Chandana,7,2,12,1,1.71,3,New Zealand,Napier,4/4/2005,Sri Lanka
Shahid Afridi,3,0,12,1,4,2,India,Karachi,1/29/2006,Pakistan
SR Clark,11,6,12,1,1.09,4,India,Bengaluru,10/9/2008,Australia
Yuvraj Singh,3,1,12,1,4,3,England,Chennai,12/11/2008,India
MJ Clarke,4,1,12,1,3,1,England,Lord's,7/16/2009,Australia
TM Dilshan,3,0,12,1,4,2,New Zealand,Colombo (SSC),8/26/2009,Sri Lanka
Umar Amin,6,1,12,1,2,3,Australia,Leeds,7/21/2010,Pakistan
GP Swann,2,0,12,1,6,1,Sri Lanka,Southampton,6/16/2011,England
KS Williamson,2,0,12,1,6,3,Zimbabwe,Napier,1/26/2012,New Zealand
JH Kallis,8,2,12,1,1.5,2,New Zealand,Dunedin,3/7/2012,South Africa
KAJ Roach,10,7,12,1,1.2,3,Zimbabwe,Bridgetown,3/12/2013,West Indies
GJ Maxwell,4,0,12,1,3,2,India,Delhi,3/22/2013,Australia
IJL Trott,3,0,12,1,4,1,Australia,The Oval,8/21/2013,England
M Morkel,5,1,12,1,2.4,1,Pakistan,Dubai (DSC),10/23/2013,South Africa
JP Duminy,4,0,12,1,3,3,Australia,Centurion,2/12/2014,South Africa
M Vijay,3,0,12,1,4,2,England,Lord's,7/17/2014,India
Mohammad Talha,2.333333333333333,0,12,1,5.14,4,Sri Lanka,Galle,8/6/2014,Pakistan
Sikandar Raza,3,0,12,1,4,2,Bangladesh,Mirpur,10/25/2014,Zimbabwe
JDS Neesham,11,2,12,1,1.09,2,Pakistan,Dubai (DSC),11/17/2014,New Zealand
AD Mathews,4,1,12,1,3,2,India,Galle,8/12/2015,Sri Lanka
DM de Silva,11,7,12,1,1.09,4,Australia,Pallekele,7/26/2016,Sri Lanka
JO Holder,4,0,12,1,3,3,Pakistan,Dubai (DSC),10/13/2016,West Indies
Mohammad Amir,7,2,12,1,1.71,4,New Zealand,Christchurch,11/17/2016,Pakistan
UT Yadav,5,1,12,1,2.4,2,Sri Lanka,Colombo (SSC),8/3/2017,India
RAS Lakmal,5,1,12,1,2.4,4,Pakistan,Abu Dhabi,9/28/2017,Sri Lanka
K Rabada,7,3,12,1,1.71,3,Zimbabwe,Gqeberha,12/26/2017,South Africa
JM Anderson,3,0,12,1,4,4,Pakistan,Lord's,5/24/2018,England
FDM Karunaratne,4.5,1,12,1,2.66,1,South Africa,Gqeberha,2/21/2019,Sri Lanka
CR Woakes,11,4,12,1,1.09,3,New Zealand,Hamilton,11/29/2019,England
KA Maharaj,1.8333333333333333,0,12,1,6.54,4,Pakistan,Karachi,1/26/2021,South Africa
Mudassar Nazar,6,3,13,1,2.16,3,New Zealand,Wellington,1/18/1985,Pakistan
GRJ Matthews,9,3,13,1,1.44,4,New Zealand,Perth,11/30/1985,Australia
NA Foster,3,1,13,1,4.33,4,New Zealand,Lord's,7/24/1986,England
SR Waugh,6,2,13,1,2.16,4,England,Sydney,1/10/1987,Australia
Maninder Singh,23,16,13,1,0.56,3,Pakistan,Ahmedabad,3/4/1987,India
MD Crowe,6,0,13,1,2.16,3,West Indies,Christchurch,3/12/1987,New Zealand
CA Walsh,4,0,13,1,3.25,1,India,Delhi,11/25/1987,West Indies
JH Childs,6,1,13,1,2.16,2,West Indies,The Oval,8/4/1988,England
SR Waugh,3,0,13,1,4.33,4,Pakistan,Melbourne,1/12/1990,Australia
CA Walsh,7,4,13,1,1.85,2,Pakistan,Port of Spain,4/16/1993,West Indies
ME Waugh,3,0,13,1,4.33,4,England,Perth,2/3/1995,Australia
WKM Benjamin,6,3,13,1,2.16,1,Australia,Port of Spain,4/21/1995,West Indies
Waqar Younis,11,6,13,1,1.18,1,Zimbabwe,Faisalabad,10/24/1996,Pakistan
GS Blewett,4,0,13,1,3.25,2,West Indies,Sydney,11/29/1996,Australia
DL Vettori,12,4,13,1,1.08,2,England,Christchurch,2/14/1997,New Zealand
GS Blewett,3,0,13,1,4.33,4,South Africa,Centurion,3/21/1997,Australia
L Klusener,6,1,13,1,2.16,4,Pakistan,Faisalabad,10/24/1997,South Africa
RT Ponting,5,1,13,1,2.6,2,Pakistan,Peshawar,10/15/1998,Australia
NJ Astle,5,0,13,1,2.6,3,India,Ahmedabad,10/29/1999,New Zealand
CL Cairns,4,1,13,1,3.25,3,Australia,Auckland,3/11/2000,New Zealand
Abdul Razzaq,10,2,13,1,1.3,2,West Indies,Georgetown,5/5/2000,Pakistan
SM Pollock,6,3,13,1,2.16,4,Sri Lanka,Colombo (SSC),8/6/2000,South Africa
WW Hinds,10,5,13,1,1.3,1,South Africa,Bridgetown,3/29/2001,West Indies
JN Gillespie,4,1,13,1,3.25,3,South Africa,Johannesburg,2/22/2002,Australia
Mohammad Sami,6,0,13,1,2.16,3,Australia,Colombo (PSS),10/3/2002,Pakistan
JN Gillespie,6,1,13,1,2.16,4,England,Brisbane,11/7/2002,Australia
NJ Astle,5,1,13,1,2.6,3,India,Hamilton,12/19/2002,New Zealand
SR Waugh,4,0,13,1,3.25,2,England,Melbourne,12/26/2002,Australia
A Flintoff,6,2,13,1,2.16,3,South Africa,The Oval,9/4/2003,England
GC Smith,5.166666666666667,2,13,1,2.51,4,Pakistan,Lahore,10/17/2003,South Africa
MS Kasprowicz,5,1,13,1,2.6,4,Sri Lanka,Galle,3/8/2004,Australia
MJ Hoggard,12,6,13,1,1.08,4,India,Wankhede,3/18/2006,England
M Ntini,7.333333333333333,2,13,1,1.77,4,Sri Lanka,Colombo (PSS),8/4/2006,South Africa
GP Swann,3,0,13,1,4.33,3,West Indies,Chester-le-Street,5/14/2009,England
AD Mathews,4,0,13,1,3.25,4,Pakistan,Galle,7/4/2009,Sri Lanka
Abdur Rauf,4,1,13,1,3.25,4,Sri Lanka,Colombo (PSS),7/12/2009,Pakistan
Shoaib Malik,1.8333333333333333,0,13,1,7.09,4,Sri Lanka,Colombo (PSS),7/12/2009,Pakistan
AD Mathews,4,0,13,1,3.25,2,India,Colombo (PSS),8/3/2010,Sri Lanka
H Masakadza,7,2,13,1,1.85,2,Pakistan,Bulawayo,9/1/2011,Zimbabwe
DG Brownlie,4,0,13,1,3.25,2,Zimbabwe,Bulawayo,11/1/2011,New Zealand
MN Samuels,5,0,13,1,2.6,2,India,Delhi,11/6/2011,West Indies
SR Watson,3.8333333333333335,1,13,1,3.39,1,South Africa,Johannesburg,11/17/2011,Australia
AD Mathews,9,4,13,1,1.44,2,South Africa,Centurion,12/15/2011,Sri Lanka
JL Pattinson,3,1,13,1,4.33,4,India,Chennai,2/22/2013,Australia
DJG Sammy,5,1,13,1,2.6,3,Zimbabwe,Roseau,3/20/2013,West Indies
I Sharma,2,0,13,1,6.5,3,Australia,Delhi,3/22/2013,India
Mohammad Ashraful,7,1,13,1,1.85,4,Zimbabwe,Harare,4/25/2013,Bangladesh
Mohammad Hafeez,5.333333333333333,0,13,1,2.43,2,Australia,Abu Dhabi,10/30/2014,Pakistan
S van Zyl,8,2,13,1,1.62,1,West Indies,Cape Town,1/2/2015,South Africa
Mohammad Hafeez,4,1,13,1,3.25,2,Bangladesh,Mirpur,5/6/2015,Pakistan
MA Wood,3,0,13,1,4.33,1,Australia,Nottingham,8/6/2015,England
JR Hazlewood,9,3,13,1,1.44,3,Sri Lanka,Galle,8/4/2016,Australia
B Kumar,12,6,13,1,1.08,4,West Indies,Gros Islet,8/9/2016,India
UT Yadav,8,4,13,1,1.62,4,New Zealand,Indore,10/8/2016,India
HH Pandya,3,0,13,1,4.33,2,Sri Lanka,Galle,7/26/2017,India
PJ Cummins,4.833333333333333,0,13,1,2.68,4,South Africa,Gqeberha,3/9/2018,Australia
JE Root,3,0,13,1,4.33,2,New Zealand,Auckland,3/22/2018,England
MDK Perera,3.5,0,13,1,3.71,3,West Indies,Bridgetown,6/23/2018,Sri Lanka
MDK Perera,5,1,13,1,2.6,1,New Zealand,Christchurch,12/26/2018,Sri Lanka
VD Philander,8,3,13,1,1.62,4,Sri Lanka,Durban,2/13/2019,South Africa
CT Mumba,4,1,13,1,3.25,4,Sri Lanka,Harare,1/27/2020,Zimbabwe
BA Stokes,4,1,13,1,3.25,4,India,Chennai,2/5/2021,England
Ibrahim Zadran,2,0,13,1,6.5,2,Zimbabwe,Abu Dhabi,3/2/2021,Afghanistan
RP Burl,7,0,13,1,1.85,3,Afghanistan,Abu Dhabi,3/2/2021,Zimbabwe
SCJ Broad,4,1,13,1,3.25,4,New Zealand,Birmingham,6/10/2021,England
Mohammed Shami,10,5,13,1,1.3,4,England,Lord's,8/12/2021,India
J Yadav,2,0,13,1,6.5,2,New Zealand,Wankhede,12/3/2021,India
OE Robinson,3,0,13,1,4.33,4,Australia,Brisbane,12/8/2021,England
SR Waugh,5,1,14,1,2.8,2,New Zealand,Auckland,3/13/1986,Australia
MD Marshall,8,3,14,1,1.75,3,Pakistan,Lahore,11/7/1986,West Indies
M Amarnath,9,3,14,1,1.55,1,Pakistan,Ahmedabad,3/4/1987,India
AH Gray,4,1,14,1,3.5,4,New Zealand,Christchurch,3/12/1987,West Indies
Arshad Ayub,9,4,14,1,1.55,2,West Indies,Delhi,11/25/1987,India
A Ranatunga,8.666666666666666,4,14,1,1.61,4,England,Lord's,8/25/1988,Sri Lanka
GC Small,6,2,14,1,2.33,3,New Zealand,Nottingham,6/7/1990,England
N Kapil Dev,8,3,14,1,1.75,2,Sri Lanka,Chandigarh,11/23/1990,India
SR Waugh,4,1,14,1,3.5,2,West Indies,Melbourne,12/26/1992,Australia
Aamer Sohail,4,1,14,1,3.5,1,West Indies,Bridgetown,4/23/1993,Pakistan
UC Hathurusinghe,4,0,14,1,3.5,2,South Africa,Moratuwa,8/25/1993,Sri Lanka
ME Waugh,10,4,14,1,1.4,1,New Zealand,Brisbane,12/3/1993,Australia
SR Waugh,9,2,14,1,1.55,1,South Africa,Johannesburg,3/4/1994,Australia
KCG Benjamin,8,2,14,1,1.75,1,Australia,Port of Spain,4/21/1995,West Indies
MG Bevan,8,3,14,1,1.75,2,England,Manchester,7/3/1997,Australia
AA Donald,6,1,14,1,2.33,4,Pakistan,Faisalabad,10/24/1997,South Africa
CL Hooper,9,3,14,1,1.55,1,England,Port of Spain,2/5/1998,West Indies
DP Viljoen,3.5,0,14,1,4,4,Pakistan,Bulawayo,3/14/1998,Zimbabwe
FA Rose,9,4,14,1,1.55,1,England,St John's,3/20/1998,West Indies
HDPK Dharmasena,10,2,14,1,1.4,4,New Zealand,Colombo (SSC),6/10/1998,Sri Lanka
CEL Ambrose,16,9,14,1,0.87,3,Zimbabwe,Kingston,3/24/2000,West Indies
Waqar Younis,4,0,14,1,3.5,4,West Indies,Bridgetown,5/18/2000,Pakistan
Abdul Razzaq,11,3,14,1,1.27,4,West Indies,St John's,5/25/2000,Pakistan
DG Cork,5,0,14,1,2.8,3,West Indies,Leeds,8/17/2000,England
Saqlain Mushtaq,10,2,14,1,1.4,3,England,Lahore,11/15/2000,Pakistan
L Klusener,8,3,14,1,1.75,3,West Indies,Kingston,4/19/2001,South Africa
BT Watambwa,3.6666666666666665,0,14,1,3.81,1,India,Harare,6/15/2001,Zimbabwe
J Srinath,10,5,14,1,1.4,1,West Indies,Chennai,10/17/2002,India
CW Henderson,5.833333333333333,2,14,1,2.4,1,Bangladesh,Potchefstroom,10/25/2002,South Africa
Mohammad Hafeez,14,8,14,1,1,3,Bangladesh,Karachi,8/20/2003,Pakistan
Z Khan,2,0,14,1,7,4,Australia,Wankhede,11/3/2004,India
SC Ganguly,9,3,14,1,1.55,1,South Africa,Eden Gardens,11/28/2004,India
A Flintoff,7,3,14,1,2,1,Bangladesh,Chester-le-Street,6/3/2005,England
DJ Bravo,8,2,14,1,1.75,3,England,Manchester,6/7/2007,West Indies
MN Samuels,6.833333333333333,1,14,1,2.04,4,South Africa,Gqeberha,12/26/2007,West Indies
Mashrafe Mortaza,4,0,14,1,3.5,4,New Zealand,Dunedin,1/4/2008,Bangladesh
Mashrafe Mortaza,5,1,14,1,2.8,3,New Zealand,Mirpur,10/25/2008,Bangladesh
JP Duminy,4,0,14,1,3.5,1,Australia,Sydney,1/3/2009,South Africa
DAJ Bracewell,5,0,14,1,2.8,4,South Africa,Hamilton,3/15/2012,New Zealand
UT Yadav,7,2,14,1,2,2,England,Ahmedabad,11/15/2012,India
CJ Anderson,3,0,14,1,4.66,1,Bangladesh,Mirpur,10/21/2013,New Zealand
MR Marsh,6,1,14,1,2.33,1,India,Brisbane,12/17/2014,Australia
ST Finn,3,0,14,1,4.66,3,South Africa,Johannesburg,1/14/2016,England
DT Tiripano,6,1,14,1,2.33,3,New Zealand,Bulawayo,8/6/2016,Zimbabwe
DT Tiripano,11,4,14,1,1.27,3,Sri Lanka,Harare,11/6/2016,Zimbabwe
Mohammad Abbas,4,0,14,1,3.5,4,South Africa,Cape Town,1/3/2019,Pakistan
MM Ali,4.333333333333333,1,14,1,3.23,2,Ireland,Lord's,7/24/2019,England
SCJ Broad,10,5,14,1,1.4,3,South Africa,Gqeberha,1/16/2020,England
Washington Sundar,7,1,14,1,2,1,England,Ahmedabad,3/4/2021,India
Faheem Ashraf,7,4,14,1,2,2,West Indies,Kingston,8/20/2021,Pakistan
P Willey,4,0,15,1,3.75,2,West Indies,Kingston,2/21/1986,England
JE Emburey,6,1,15,1,2.5,4,New Zealand,Nottingham,8/7/1986,England
Mudassar Nazar,4,0,15,1,3.75,1,West Indies,Karachi,11/20/1986,Pakistan
RR Kulkarni,5,0,15,1,3,3,Pakistan,Chennai,2/3/1987,India
M Amarnath,8,4,15,1,1.87,2,Pakistan,Jaipur,2/21/1987,India
NGB Cook,9,3,15,1,1.66,4,Pakistan,Faisalabad,12/7/1987,England
Mudassar Nazar,10,3,15,1,1.5,2,Australia,Karachi,9/15/1988,Pakistan
AIC Dodemaide,5.333333333333333,1,15,1,2.81,4,West Indies,Brisbane,11/18/1988,Australia
Shoaib Mohammad,6,1,15,1,2.5,3,West Indies,Karachi,11/15/1990,Pakistan
SR Waugh,6,1,15,1,2.5,4,New Zealand,Auckland,3/12/1993,Australia
N Kapil Dev,9,4,15,1,1.66,1,Sri Lanka,Ahmedabad,2/8/1994,India
PR Reiffel,11,6,15,1,1.36,3,West Indies,Bridgetown,3/31/1995,Australia
BP Julian,5,2,15,1,3,4,West Indies,St John's,4/8/1995,Australia
GA Hick,4,0,15,1,3.75,2,West Indies,Leeds,6/8/1995,England
ME Waugh,4,1,15,1,3.75,4,Sri Lanka,Adelaide,1/25/1996,Australia
Shahid Nazir,8,3,15,1,1.87,1,New Zealand,Lahore,11/21/1996,Pakistan
SR Waugh,8.166666666666666,1,15,1,1.83,2,West Indies,Brisbane,11/22/1996,Australia
DE Malcolm,3,0,15,1,5,4,Australia,The Oval,8/21/1997,England
SC Ganguly,4,0,15,1,3.75,1,New Zealand,Kanpur,10/22/1999,India
S Chanderpaul,6,1,15,1,2.5,1,New Zealand,Wellington,12/26/1999,West Indies
ST Jayasuriya,6.833333333333333,2,15,1,2.19,1,Pakistan,Karachi,3/12/2000,Sri Lanka
PJ Wiseman,6,2,15,1,2.5,4,Zimbabwe,Wellington,12/26/2000,New Zealand
JH Kallis,5,1,15,1,3,2,Sri Lanka,Centurion,1/20/2001,South Africa
CD McMillan,5,2,15,1,3,4,Australia,Perth,11/30/2001,New Zealand
Mohammad Sami,3,0,15,1,5,4,Sri Lanka,Lahore,3/6/2002,Pakistan
AF Giles,8,2,15,1,1.87,3,Zimbabwe,Lord's,5/22/2003,England
A Nel,4,0,15,1,3.75,4,New Zealand,Hamilton,3/10/2004,South Africa
L Balaji,3,0,15,1,5,4,Pakistan,Lahore,4/5/2004,India
HMCM Bandara,11.333333333333334,6,15,1,1.32,1,India,Chennai,12/2/2005,Sri Lanka
NJ Astle,5,1,15,1,3,3,South Africa,Centurion,4/15/2006,New Zealand
Mohammad Sami,6,1,15,1,2.5,1,South Africa,Gqeberha,1/19/2007,Pakistan
SR Tendulkar,4,0,15,1,3.75,2,Bangladesh,Chattogram,5/18/2007,India
JH Kallis,3,0,15,1,5,4,New Zealand,Johannesburg,11/8/2007,South Africa
GD Elliott,6,1,15,1,2.5,3,Australia,Brisbane,11/20/2008,New Zealand
Mohammad Ashraful,6,0,15,1,2.5,2,West Indies,Kingstown,7/9/2009,Bangladesh
AD Mathews,3,0,15,1,5,1,Pakistan,Colombo (PSS),7/12/2009,Sri Lanka
TM Dilshan,6,0,15,1,2.5,4,New Zealand,Colombo (SSC),8/26/2009,Sri Lanka
SR Watson,11,5,15,1,1.36,3,West Indies,Adelaide,12/4/2009,Australia
Mohammad Hafeez,9,1,15,1,1.66,3,West Indies,Providence,5/12/2011,Pakistan
MEK Hussey,5,0,15,1,3,3,New Zealand,Hobart,12/9/2011,Australia
Imran Tahir,4,1,15,1,3.75,3,Sri Lanka,Centurion,12/15/2011,South Africa
JM Anderson,8.5,5,15,1,1.76,3,Australia,Birmingham,7/29/2015,England
MJ Santner,12,4,15,1,1.25,4,Zimbabwe,Bulawayo,8/6/2016,New Zealand
C de Grandhomme,8,5,15,1,1.87,3,South Africa,Hamilton,3/25/2017,New Zealand
Azhar Ali,6,1,15,1,2.5,2,West Indies,Roseau,5/10/2017,Pakistan
MM Ali,3,1,15,1,5,2,West Indies,Birmingham,8/17/2017,England
GJ Maxwell,5,0,15,1,3,1,Bangladesh,Mirpur,8/27/2017,Australia
JO Holder,7,1,15,1,2.14,2,Sri Lanka,Port of Spain,6/6/2018,West Indies
ST Gabriel,7,2,15,1,2.14,2,England,Bridgetown,1/23/2019,West Indies
C de Grandhomme,7,0,15,1,2.14,1,Bangladesh,Wellington,3/8/2019,New Zealand
C de Grandhomme,10,3,15,1,1.5,3,England,Mount Maunganui,11/21/2019,New Zealand
RA Jadeja,5.5,1,15,1,2.72,1,Australia,Melbourne,12/26/2020,India
Mehidy Hasan Miraz,6,1,15,1,2.5,3,West Indies,Mirpur,2/11/2021,Bangladesh
JV Coney,6,1,16,1,2.66,1,Pakistan,Dunedin,2/9/1985,New Zealand
MG Hughes,7,2,16,1,2.28,4,England,Adelaide,12/12/1986,Australia
N Kapil Dev,6,1,16,1,2.66,3,Sri Lanka,Nagpur,12/27/1986,India
CEL Ambrose,7,1,16,1,2.28,4,Australia,Sydney,1/26/1989,West Indies
DA Reeve,8,4,16,1,2,2,New Zealand,Christchurch,1/18/1992,England
PCR Tufnell,4,2,16,1,4,2,New Zealand,Auckland,1/30/1992,England
